1.421704021465143020e-01,1.421704021465143020e-01,7.488285835017364223e-01
2.699851561698419777e-01,2.609628134147979894e-01,8.192282830253542203e-01
4.406805107186808068e-01,4.436165731585617333e-01,8.613482316298033403e-01
6.035342927644005151e-01,6.332969508295407390e-01,8.292983610017069518e-01
7.472247540205220195e-01,7.901916433415763219e-01,9.878916058713610449e-01
8.463133181896109747e-01,9.404788657256950568e-01,9.979896540547786854e-01
9.751966434670008566e-01,1.140317968925070202e+00,1.107930710293606458e+00
1.081066719601624815e+00,1.352472717728891549e+00,1.202558825957863453e+00
1.170399489414997163e+00,1.584002594840598022e+00,1.195859457344894627e+00
1.261952935639560902e+00,1.816635280601662128e+00,1.089559397878896441e+00
1.377671928557211212e+00,2.038241044692140846e+00,1.068682580852897024e+00
1.497991791753289004e+00,2.257382849285598514e+00,1.163545553934960841e+00
1.589199180717616233e+00,2.468821110592068546e+00,1.001739287768980136e+00
1.723908663011177511e+00,2.679423473779666054e+00,8.444395171695524560e-01
1.889946263805773574e+00,2.866323219960270396e+00,7.780905068934522717e-01
2.047900761014009419e+00,3.021985869986321571e+00,7.306789794998472809e-01
2.155320103440618418e+00,3.118248750332717201e+00,5.310104428462668613e-01
2.370892696843076131e+00,3.244849176107541755e+00,5.181964901472324581e-01
2.563360731125650993e+00,3.354588588375027935e+00,5.733777534779199714e-01
2.707875624619694221e+00,3.447908268925886865e+00,4.199144750804376658e-01
2.820308571992163227e+00,3.498106203487698185e+00,4.622852038560447130e-01
2.993535091248649582e+00,3.584424657879321074e+00,4.576711325897913074e-01
3.025051876041243926e+00,3.599948299819852426e+00,4.332738218739567992e-01
3.035868864543475709e+00,3.604952124164436000e+00,3.452492419910090371e-01
3.147813671055477158e+00,3.645213521390194611e+00,5.148828912916471046e-01
3.297944210199307058e+00,3.730155426506271521e+00,4.744300728836254866e-01
3.308461470459076015e+00,3.735556583026091282e+00,4.217874600449358358e-01
3.443054336345734878e+00,3.795950850085548112e+00,4.673338993867674485e-01
3.409890228276638346e+00,3.779215697508767402e+00,4.024117043564477969e-01
3.471512941494232507e+00,3.805444723368487825e+00,4.527069063838304319e-01
3.512730252976414391e+00,3.825492740694708349e+00,3.008900485817012083e-01
3.584358563558677435e+00,3.847719846012788381e+00,3.328125969125044215e-01
3.621123579106377388e+00,3.860428426815475156e+00,2.042689751032791545e-01
3.641374487896561707e+00,3.864623570755018278e+00,2.370799210958312309e-01
3.704129567919416388e+00,3.879786701226882073e+00,1.360924129972449492e-01
3.822192182710610897e+00,3.895954063505728815e+00,1.280623242331659917e-01
