1.140223963966227050e-01,1.140223963966227050e-01,7.430915347586294351e-01
2.948651698556083445e-01,2.801761518068515144e-01,8.463616628800363362e-01
3.987880569966752442e-01,3.976104930307093888e-01,8.656126637632122200e-01
5.608314816195776320e-01,5.879836227956050099e-01,9.159984334812243389e-01
7.130812192696927010e-01,7.862763795606244610e-01,1.012724361120164618e+00
8.387089453941685147e-01,9.875167896231976661e-01,9.690343484756510639e-01
9.802329002984222495e-01,1.193601651241558148e+00,9.322870848558463264e-01
1.127750707003726705e+00,1.392351308974623114e+00,8.765604957597892266e-01
1.287700289455754987e+00,1.584487019016826981e+00,1.058998575177395596e+00
1.406137107819043441e+00,1.795333237641532964e+00,1.105080848190562515e+00
1.518402657024389812e+00,2.018708362625542652e+00,8.301801289318597732e-01
1.687088363607806452e+00,2.203221593572413983e+00,8.963793137374869158e-01
1.843198880758276426e+00,2.398489374926668027e+00,7.537875330503613913e-01
2.025474355141673399e+00,2.569590664922704271e+00,6.984501513708015752e-01
2.216934282190972105e+00,2.730348546018087408e+00,5.567924568680644448e-01
2.429172884437981850e+00,2.862464989403303406e+00,6.349422943339101399e-01
2.568429801215325714e+00,2.965057206873133566e+00,6.577416793323418442e-01
2.766273508789018898e+00,3.117890015436919793e+00,6.274114291916781383e-01
2.926452011019399890e+00,3.234044659687852263e+00,6.110179361543398580e-01
3.069463350895586640e+00,3.334214825678412986e+00,6.673597064278770086e-01
3.181890708196728479e+00,3.422803717712767479e+00,5.864895506468339459e-01
3.274223313258454837e+00,3.484157196111853150e+00,5.684858502984285744e-01
3.375311098837468382e+00,3.548735550689003926e+00,5.808328786568091040e-01
3.509920230790240403e+00,3.637087531509091143e+00,5.434413578257768496e-01
3.588654598646332516e+00,3.684652317658857701e+00,6.727952112946430363e-01
3.618980810486356781e+00,3.708816666503872650e+00,5.553397728874797101e-01
3.607213211199041147e+00,3.701515148881484141e+00,5.538198514983210252e-01
3.564458999863602262e+00,3.675077086014966188e+00,6.703214824975018971e-01
3.676763254907978062e+00,3.764109380924132608e+00,5.618823260186354140e-01
3.730503735504012042e+00,3.797943035406947221e+00,6.893244170316823460e-01
3.774838208926349470e+00,3.834483551036776294e+00,6.965597838098100958e-01
3.782401527040904377e+00,3.840809695399720169e+00,7.804800121298364202e-01
3.804546194352093291e+00,3.862737605361467264e+00,7.132691005962968900e-01
