4.218088717442169261e-02,4.218088717442169261e-02,7.686908571090198539e-01
1.649218644053314642e-01,1.608875493623469211e-01,1.024010594523047990e+00
2.554561968676505868e-01,3.096235651554314905e-01,1.214249933520819003e+00
3.427161766875849169e-01,5.439005292851227802e-01,1.155293876264698039e+00
4.260603922605384342e-01,7.328087878358429119e-01,1.207151754258900977e+00
4.821975404874837556e-01,8.803170498466356131e-01,1.503379859732645318e+00
4.882212354298383072e-01,9.695321419507401117e-01,1.522589701061103362e+00
5.002682246408785005e-01,1.219241713355099899e+00,1.835932251728846998e+00
4.595011555585090113e-01,1.369380906003265119e+00,1.780274266814601880e+00
4.211718344233241207e-01,1.549672115031990316e+00,1.638208279298702941e+00
4.093455308987095087e-01,1.724839622940830708e+00,1.654123382206175608e+00
4.004119888935334104e-01,1.831801953532954164e+00,1.850170514939366129e+00
3.520110131265483666e-01,2.000518840952921096e+00,1.953173000401812187e+00
2.587293750070057685e-01,2.232463955128095368e+00,1.846395181362535443e+00
1.906985647681878060e-01,2.473029557112772281e+00,1.729629754825043442e+00
1.511569580703066851e-01,2.719882674046202986e+00,1.498549342139953833e+00
1.676129376121773262e-01,2.947260166617553967e+00,1.379908695106355276e+00
2.092377299974697291e-01,3.162664295463075703e+00,1.391617800760081236e+00
2.537930577802117726e-01,3.408661902699756663e+00,1.108033991798316631e+00
3.653984595851197947e-01,3.632367589457972556e+00,1.093380240863448538e+00
4.309162545767944441e-01,3.759013382438230799e+00,7.983095622948375159e-01
5.958758629914979732e-01,3.928288670746638456e+00,6.849237009519146824e-01
7.848957405173784263e-01,4.082687188862515804e+00,4.142036783384314691e-01
1.005450591616764200e+00,4.179651516283985124e+00,4.538625643162972900e-01
1.230140668397049497e+00,4.289261595184009401e+00,3.015151684332688653e-01
1.424802285340310615e+00,4.349800809615931740e+00,2.534763249819257380e-01
1.652065961871338695e+00,4.408673057233253090e+00,2.178784278396971308e-01
1.861853043552711418e+00,4.455118409124052548e+00,-4.061919658585461113e-03
2.025460751529312819e+00,4.454453844103793969e+00,7.067508081948664644e-02
2.256832073030175412e+00,4.470833311669484722e+00,-1.524994887310937575e-02
2.499420247531797923e+00,4.467133567601346833e+00,-3.276713440803877275e-02
2.736390780028354452e+00,4.459365942118703963e+00,-2.515757103838440756e-01
2.854218552528512642e+00,4.429081725006130732e+00,-4.124357456501462904e-01
3.032966692288010968e+00,4.350874025008842239e+00,-9.352092474927403698e-02
3.100621787954356279e+00,4.344528346989924295e+00,-8.125914875286394112e-02
3.155026820322909042e+00,4.340097684114502030e+00,-1.679061881680525836e-01
3.177250535415883537e+00,4.336330718064375311e+00,-3.125243494355149920e-01
3.166842535338552089e+00,4.339693679605809429e+00,-4.701450872268553849e-01
3.253727581327321872e+00,4.295543179497411046e+00,-2.254935448870144243e-01
3.405039111349124958e+00,4.260833097148368331e+00,-2.531732751929094416e-01
3.421833026160002955e+00,4.256488094145396417e+00,-2.759276408588074436e-01
3.433839292547198774e+00,4.253088515420649252e+00,-3.196137870904804945e-01
3.492236055217865065e+00,4.233761474164505323e+00,-2.102463906953999373e-01
3.482265576073341862e+00,4.235889174833375570e+00,-1.439964200414739770e-01
3.680741614543463047e+00,4.207110149593108694e+00,-2.519723833689166970e-01
3.645521911337696430e+00,4.216177249610525202e+00,-5.081914768119217829e-01
3.694873863683873161e+00,4.188688866820507783e+00,-3.520372045836560604e-01
3.608352519960279281e+00,4.220471519424600082e+00,-5.841904302471894184e-01
3.692326609857766950e+00,4.164950023885939601e+00,-5.083446433614617899e-01
3.607380274748948512e+00,4.212281054535356617e+00,-4.960260163629297558e-01
3.619148556663542848e+00,4.205912605986653396e+00,-3.798835753081255540e-01
3.611664391231126814e+00,4.208900866569553756e+00,-1.599494014497165051e-01
3.769980897638593120e+00,4.183360053280967605e+00,-2.717682923052925359e-01
3.773368972496405238e+00,4.182415922838368161e+00,-1.875718071843638923e-01
3.797512000207000860e+00,4.177833503659147851e+00,-7.744635297115057271e-02
3.810807404149128885e+00,4.176801759508244061e+00,-3.615322936659496333e-01
